site           roi   direction          sf
29.0          37.0         0.0       1.305
29.0          38.0        30.0       0.859
29.0          39.0       210.0      3.3571
29.0          40.0       180.0      2.5012
29.0          41.0         0.0      2.4628
29.0          42.0       120.0      5.1798
29.0          43.0       330.0      3.5168
29.0          44.0        30.0       2.045
29.0          45.0       210.0      2.6611
29.0          46.0        30.0      2.2792
29.0          47.0         0.0      3.6274
29.0          48.0       210.0      2.6202
29.0          49.0       210.0      2.8754
29.0          50.0       210.0      2.4628
29.0          51.0         0.0      3.1069
29.0          52.0       330.0      3.5168
29.0          53.0         0.0      3.7415
29.0          54.0         0.0      3.5716
29.0          55.0       300.0       10.24
29.0          56.0        60.0      2.7026
29.0          57.0        30.0      1.9826
29.0          58.0         0.0      2.5799
29.0          59.0         0.0      2.8754
29.0          60.0       180.0       10.24
29.0          61.0       210.0      2.7448
29.0          62.0       210.0      2.7026
29.0          63.0       330.0      3.7999
29.0          64.0        30.0      1.8635
29.0          65.0       330.0       3.684
29.0          66.0       210.0      2.7026
29.0          67.0       330.0      3.4627
29.0          68.0         0.0      3.4627
29.0          69.0         0.0      7.5121
29.0          70.0       330.0      3.7415
29.0          71.0       150.0      3.0121
29.0          72.0       150.0      3.1069
29.0          73.0       150.0      5.5969
29.0          74.0       150.0      3.9807
29.0          75.0        30.0      5.2607
29.0          76.0       330.0      3.5716
29.0          77.0       180.0      5.4262
29.0          78.0       180.0      5.2607
29.0          79.0       330.0      4.2351
29.0          80.0       330.0      3.9195
29.0          81.0       180.0      2.6202
29.0          82.0       330.0      3.5168
29.0          83.0       150.0      6.5346
29.0          84.0       180.0      6.5346
29.0          85.0       180.0      0.9574
29.0          86.0       150.0      5.2607
29.0          87.0       210.0      4.3012
29.0          88.0       330.0      3.7415
29.0          89.0         0.0      8.5031
29.0          90.0       210.0      5.1798
29.0          91.0       150.0      5.2607
29.0          92.0        30.0      4.9446
29.0          93.0       330.0       10.24
29.0          94.0       330.0       10.24
29.0          95.0       330.0       10.24
29.0          96.0       150.0       3.684
29.0          97.0       180.0       10.24
29.0          98.0       330.0       10.24
29.0          99.0       210.0      3.2046
29.0         100.0         0.0      7.5121
29.0         101.0       330.0       10.24
29.0         102.0        30.0      2.6202
29.0         103.0        60.0      3.4627
29.0         104.0       150.0       10.24
29.0         105.0        30.0      5.1798
29.0         106.0       210.0      3.9807
29.0         107.0       120.0      5.1002
29.0         108.0       330.0       10.24
29.0         109.0       240.0       3.684
29.0         110.0       330.0       10.24
29.0         111.0       330.0       10.24
29.0         112.0        90.0      7.6294
29.0         113.0       240.0      1.5961
29.0         114.0       240.0      3.9807
29.0         115.0       330.0       10.24
29.0         116.0       330.0      2.7876
29.0         117.0        60.0      2.6611
29.0         118.0       330.0       10.24
29.0         119.0       150.0       10.24
29.0         120.0       150.0       10.24
29.0         121.0       180.0       10.24
29.0         122.0       330.0       3.684
29.0         123.0       240.0      3.8593
29.0         124.0       120.0       10.24
29.0         125.0       120.0        0.64
29.0         126.0       150.0       10.24
29.0         127.0       150.0      3.5716
29.0         128.0       150.0       10.24
29.0         129.0       150.0       10.24
29.0         130.0       150.0       10.24
29.0         131.0       270.0      5.4262
29.0         132.0       240.0      4.6476
29.0         133.0       120.0      5.3428
29.0         134.0       330.0       10.24
29.0         135.0       330.0       10.24
29.0         136.0       330.0       10.24
29.0         137.0       270.0      5.4262
29.0         138.0       240.0       10.24
29.0         139.0       240.0      5.0218
30.0           0.0       270.0      3.5168
30.0           1.0         0.0      2.7026
30.0           2.0         0.0       10.24
30.0           3.0       330.0      5.1798
30.0           4.0         0.0      2.7026
30.0           5.0       180.0      5.2607
30.0           6.0         0.0      2.8312
30.0           7.0         0.0      2.7448
30.0           8.0       210.0        4.17
30.0           9.0        60.0      1.9826
30.0          10.0       120.0      1.3884
30.0          11.0       330.0       3.684
30.0          12.0       300.0      3.0591
30.0          13.0       210.0      3.6274
30.0          14.0       210.0      3.9195
30.0          15.0        60.0      1.8067
30.0          16.0       120.0      0.9427
30.0          17.0       120.0      2.8754
30.0          18.0         0.0      2.6611
30.0          19.0       300.0      1.9222
30.0          20.0       210.0      3.5716
30.0          21.0       210.0      7.6294
30.0          22.0       300.0      3.5716
30.0          23.0       240.0      1.8349
30.0          24.0       180.0      5.3428
30.0          25.0       180.0      5.2607
30.0          26.0       300.0      2.6202
30.0          27.0       210.0      3.4627
30.0          28.0       180.0      2.5799
30.0          29.0       210.0      0.9574
30.0          30.0       180.0      5.2607
30.0          31.0       210.0        0.64
30.0          32.0       300.0       0.859
30.0          33.0         0.0      2.3148
30.0          34.0       180.0      2.4249
30.0          35.0        30.0      2.9202
30.0          36.0       180.0      1.3461
30.0          37.0       300.0      2.7448
30.0          38.0       180.0      5.3428
30.0          39.0       180.0      5.3428
30.0          40.0       210.0      3.7999
30.0          41.0         0.0      2.7448
30.0          42.0       330.0      2.7026
30.0          43.0       180.0      2.7026
30.0          44.0       180.0      4.9446
30.0          45.0        30.0      2.6202
30.0          46.0       330.0      2.5403
30.0          47.0         0.0      3.3571
30.0          48.0       150.0      1.4101
30.0          49.0       300.0      2.7876
30.0          50.0       180.0      5.1002
30.0          51.0       330.0      5.3428
30.0          52.0       330.0      2.5799
30.0          53.0         0.0      7.3966
30.0          54.0         0.0      2.8312
30.0          55.0       330.0       10.24
30.0          56.0       150.0      5.2607
30.0          57.0       330.0      2.9658
30.0          58.0        30.0      2.6202
30.0          59.0         0.0      5.8631
30.0          60.0       180.0      5.2607
30.0          61.0        30.0      7.7485
30.0          62.0       330.0       10.24
30.0          63.0       330.0       10.24
30.0          64.0       150.0       6.142
30.0          65.0       330.0       10.24
30.0          66.0        30.0      7.6294
30.0          67.0       150.0      5.5109
30.0          68.0       330.0       10.24
30.0          69.0       180.0      4.8686
30.0          70.0       120.0      2.7448
30.0          71.0       180.0       10.24
30.0          72.0        30.0      3.7415
30.0          73.0       330.0       10.24
30.0          74.0       330.0        4.17
30.0          75.0       330.0       10.24
30.0          76.0       210.0      3.8593
30.0          77.0        30.0       1.305
30.0          78.0       330.0       10.24
30.0          79.0       330.0       10.24
30.0          80.0       180.0      5.1798
30.0          81.0       330.0       10.24
30.0          82.0       150.0       10.24
30.0          83.0       180.0       10.24
30.0          84.0       300.0       0.886
30.0          85.0       330.0       10.24
30.0          86.0       330.0       10.24
30.0          87.0         0.0      7.9923
30.0          88.0       330.0       10.24
30.0          89.0       210.0      3.8593
30.0          90.0       120.0      3.7999
30.0          91.0       210.0      5.1002
30.0          92.0       330.0       10.24
30.0          93.0       330.0       10.24
30.0          94.0       240.0      4.3012
30.0          95.0         0.0       10.24
30.0          96.0         0.0       10.24
30.0          97.0       120.0      3.9195
30.0          98.0       330.0       10.24
30.0          99.0       330.0       10.24
30.0         100.0       240.0      4.5058
30.0         101.0       120.0      7.3966
30.0         102.0         0.0      5.8631
30.0         103.0       330.0       10.24
30.0         104.0       330.0       10.24
30.0         105.0       330.0       10.24
30.0         106.0       330.0       10.24
30.0         107.0       240.0      4.7938
30.0         108.0         0.0       5.773
30.0         109.0       330.0       10.24
30.0         110.0       330.0       10.24
30.0         111.0       180.0       10.24
